Name;RA;Dec;ra1;ra2;ra3;RA_dec;RA_radians;sde;de1;de2;de3;de_dec;Dec_radians;LongGal;LatGal;B;V;B-V;B0-V0;EB-V;Sp;Sp_s;Distance;Miles
HD 36187 ;05 28 15,33533;-37 13 50,7485;05;28;15.3;82.06389721;1.432285203;-;37;13;50.7;-37.23076347;-0.649799406;241.7536;-31.8343;5.586;5.562;0.024;0.02;0.00;A1V;A1;39.41585822;
HD 36267 ;05 30 47,05091;+05 56 53,2925;05;30;47.1;82.69604546;1.443318272;+;05;56;53.3;5.948136806;0.103814572;198.0244;-14.9439;4.07;4.2;-0.13;-0.16;0.03;B5V;B5;31.71059707;
HD 36351 ;05 31 14,53183;+03 17 31,6729;05;31;14.5;82.81054929;1.445316741;+;03;17;31.7;3.292131361;0.057458532;200.4752;-16.1659;5.29;5.46;-0.17;-0.26;0.09;B1,5V;B1,5;30.5332936;
HD 36473 ;05 31 07,62809;-20 51 49,1644;05;31;07.6;82.78178371;1.444814686;-;20;51;49.2;-20.86365678;-0.364139505;223.938;-26.6084;5.543;5.533;0.01;-0.01;0.02;A0V;A0;30.34347969;
HD 36512 ;05 31 55,86019;-07 18 05,5371;05;31;55.9;82.98275079;1.448322224;-;07;18;05.5;-7.301538083;-0.12743588;210.4356;-20.983;4.36;4.62;-0.26;-0.3;0.04;B0V;B0;28.0189772;
HD 36653 ;05 33 54,28465;+14 18 20,0843;05;33;54.3;83.47618604;1.456934293;+;14;18;20.1;14.30557897;0.249679454;191.0806;-9.994;5.472;5.588;-0.116;-0.2;0.08;B3V;B3;35.44964537;
HD 36695 ;05 33 31,44643;-01 09 21,8666;05;33;31.4;83.38102679;1.455273451;-;01;09;21.9;-1.156074056;-0.020177299;204.8371;-17.8128;5.16;5.38;-0.22;-0.26;0.04;B1V;B1;28.59252326;
HD 36777 ;05 34 16,77267;+03 46 00,8188;05;34;16.8;83.56988613;1.458569668;+;03;46;00.8;3.766894111;0.065744705;200.4332;-15.2724;5.388;5.332;0.056;0.05;0.01;A2V;A2;30.0144923;
HD 36862 ;05 35 08,4 ; +09 56 06         ;05;35;08.4;83.785;1.462324114;+;09;56;06.0;9.935;0.173398461;195.0514;-11.9942;5.65;5.61;0.04;-0.3;0.34;B0,5V;B0,5;32.70435008;
HD 36959 ;05 35 01,00645;-06 00 33,3828;05;35;01.0;83.75419354;1.46178644;-;06;00;33.4;-6.009273;-0.1048816;209.567;-19.7206;5.44;5.67;-0.23;-0.26;0.03;B1Vv;B1;27.35768514;
HD 36960 ;05 35 02,68074;-06 00 07,3036;05;35;02.7;83.76116975;1.461908197;-;06;00;07.3;-6.002028778;-0.104755164;209.5634;-19.7111;4.53;4.78;-0.25;-0.3;0.05;B0,5V;B0,5;27.35151595;
HD 37018 ;05 35 23,16427;-04 50 18,0881;05;35;23.2;83.84651779;1.463397802;-;04;50;18.1;-4.838357806;-0.084445274;208.5037;-19.1092;4.404;4.591;-0.187;-0.26;0.07;B1V;B1;27.40772424;
HD 37041 ;05 35 22,90115;-05 24 57,8207;05;35;22.9;83.84542146;1.463378667;-;05;24;57.8;-5.416061306;-0.094528102;209.0485;-19.3722;4.98;5.08;-0.1;-0.04;-0.06;O9,5Vpe;O9,5;27.33335006;
HD 37209 ;05 36 35,69332;-06 03 53,1086;05;36;35.7;84.14872217;1.468672263;-;06;03;53.1;-6.064752389;-0.105849898;209.8065;-19.3949;5.5;5.72;-0.22;-0.26;0.04;B1V;B1;26.96175607;
HD 37269 ;05 38 38,08510;+30 29 32,7054;05;38;38.1;84.65868792;1.477572845;+;30;29;32.7;30.49241817;0.532193094;177.8779;-0.4677;5.815;5.403;0.412;-0.07;0.48;B9,5V+,,,;B9,5;46.17729249;
HD 37468 ;05 38 44,77934;-02 36 00,1186;05;38;44.8;84.68658058;1.478059663;-;02;36;00.1;-2.600032944;-0.045379136;206.8163;-17.3359;3.56;3.8;-0.24;-0.04;-0.20;O9,5V;O9,5;26.98354622;
HD 37507 ;05 38 53,08296;-07 12 46,1838;05;38;53.1;84.721179;1.47866352;-;07;12;46.2;-7.212828833;-0.125887612;211.1648;-19.3977;4.93;4.8;0.13;0.12;0.01;A4V;A4;26.30274568;
HD 37594 ;05 39 31,15049;-03 33 52,9344;05;39;31.2;84.87979371;1.481431869;-;03;33;52.9;-3.564704;-0.062215822;207.8068;-17.6103;6.249;5.987;0.262;0.27;-0.01;A8Vs;A8;26.59923747;
HD 37717 ;05 38 43,52561;-40 42 26,3223;05;38;43.5;84.68135671;1.47796849;-;40;42;26.3;-40.70731175;-0.71047662;246.205;-30.5217;5.727;5.804;-0.077;-0.11;0.03;B8V;B8;40.34412077;
HD 38091 ;05 46 30,38987;+56 06 56,0708;05;46;30.4;86.62662446;1.511919817;+;56;06;56.1;56.11557522;0.979401549;156.3941;13.8769;6.08;5.931;0.149;0.12;0.03;A4Vn;A4;67.27222215;
HD 38104 ;05 45 54,04306;+49 49 34,6097;05;45;54.0;86.47517942;1.509276602;+;49;49;34.6;49.82628047;0.869632648;161.979;10.7464;5.503;5.461;0.042;0.05;-0.01;A2Vp,,,;A2;61.72582155;
HD 38170 ;05 42 15,19445;-34 40 04,1277;05;42;15.2;85.56331021;1.493361482;-;34;40;04.1;-34.66781325;-0.605067486;239.6197;-28.4895;5.253;5.285;-0.032;-0.07;0.04;B9,5V;B9,5;35.59644044;
HD 38206 ;05 43 21,67057;-18 33 26,9175;05;43;21.7;85.84029404;1.498195762;-;18;33;26.9;-18.55747708;-0.323889076;222.7407;-23.0832;5.719;5.73;-0.011;-0.01;0.00;A0V;A0;26.84180784;
HD 38545 ;05 47 13,15363;+14 29 17,9674;05;47;13.2;86.80480679;1.515029685;+;14;29;18.0;14.48832428;0.252868962;192.6008;-7.1359;5.798;5.725;0.073;0.08;-0.01;A3Vn;A3;33.06938126;
HD 38666 ;05 45 59,89496;-32 18 23,1630;05;45;59.9;86.49956233;1.509702164;-;32;18;23.2;-32.30643417;-0.563853646;237.2862;-27.1021;4.889;5.148;-0.259;-0.04;-0.22;O9,5V;O9,5;33.43906039;
HD 38710 ;05 48 00,23160;+06 27 14,9448;05;48;00.2;87.000965;1.518453292;+;06;27;14.9;6.454151333;0.112646191;199.751;-10.9763;5.51;5.3;0.21;0.15;0.06;A5V;A5;28.17263312;
HD 3901  ;00 42 03,89542;+50 30 45,0915;00;42;03.9;10.51623092;0.183542854;+;50;30;45.1;50.51252542;0.881609882;121.4069;-12.3315;4.681;4.797;-0.116;-0.24;0.12;B2V;B2;102.9847412;
HD 39014 ;05 44 46,37811;-65 44 07,9011;05;44;46.4;86.19324213;1.504355868;-;65;44;07.9;-65.73552808;-1.147301401;275.4741;-31.3721;4.56;4.35;0.21;0.2;0.01;A7V;A7;60.29532537;
HD 39060 ;05 47 17,08769;-51 03 59,4412;05;47;17.1;86.82119871;1.515315778;-;51;03;59.4;-51.06651144;-0.891278762;258.3638;-30.6117;4.029;3.861;0.168;0.17;0.00;A6V;A6;47.55746042;
HD 39190 ;05 49 53,50011;-22 58 18,7450;05;49;53.5;87.47291713;1.52669041;-;22;58;18.7;-22.97187361;-0.40093483;227.8171;-23.2893;5.917;5.866;0.051;0.02;0.03;A1V;A1;27.29397043;
HD 39220 ;05 54 57,82770;+59 53 18,1229;05;54;57.8;88.74094875;1.548821737;+;59;53;18.1;59.88836747;1.045249196;153.4405;16.5909;5.2;5.2;0;0.05;-0.05;A2V;A2;70.2105071;
HD 39283 ;05 54 50,78082;+55 42 25,0084;05;54;50.8;88.71158675;1.548309273;+;55;42;25.0;55.70694678;0.972269638;157.3262;14.7234;5.019;4.968;0.051;0.05;0.00;A2V;A2;66.40004125;
HD 39357 ;05 53 19,64606;+27 36 44,1378;05;53;19.6;88.33185858;1.541681767;+;27;36;44.1;27.6122605;0.48192486;182.0081;0.7746;4.549;4.557;-0.008;-0.01;0.00;A0V;A0;41.95160684;
HD 39421 ;05 52 07,72896;-09 02 30,8424;05;52;07.7;88.032204;1.536451808;-;09;02;30.8;-9.041900667;-0.157810937;214.4097;-17.2525;6.047;5.964;0.083;0.05;0.03;A2Vn;A2;22.98129853;
HD 39698 ;05 54 56,68747;+19 44 58,6058;05;54;56.7;88.73619779;1.548738817;+;19;44;58.6;19.74961272;0.344695768;188.98;-2.8837;5.758;5.901;-0.143;-0.24;0.10;B2V;B2;35.5154271;
HD 39764 ;05 53 06,88101;-33 48 04,9079;05;53;06.9;88.27867088;1.540753466;-;33;48;04.9;-33.80136331;-0.589945081;239.3612;-26.0943;4.733;4.863;-0.13;-0.16;0.03;B5V;B5;33.37854829;
HD 39844 ;05 49 53,52107;-66 54 04,2787;05;49;53.5;87.47300446;1.526691934;-;66;54;04.3;-66.90118853;-1.167646013;276.8042;-30.8017;4.965;5.091;-0.126;-0.14;0.01;B6V;B6;61.08311808;
HD 40446 ;05 58 49,57219;+00 33 10,7200;05;58;49.6;89.70655079;1.565674672;+;00;33;10.7;0.552977778;0.009651283;206.3505;-11.4263;5.232;5.213;0.019;0.02;0.00;A1Vs;A1;23.11755538;
HD 4058  ;00 43 28,07045;+47 01 28,3694;00;43;28.1;10.86696021;0.189664235;+;47;01;28.4;47.02454706;0.820733175;121.5203;-15.8254;5.123;4.959;0.164;0.15;0.01;A5V;A5;102.914011;
HD 40932A;06 02 23,00; +09 38 50,2      ;06;02;23.0;90.59583333;1.58119558;+;09;38;50.2;9.647277778;0.168376761;198.6836;-6.3127;4.3;4.1;0.2;0.02;0.18;A1Vm;A1;27.10249802;
HD 40953 ;05 50 16,78640;-79 21 40,9076;05;50;16.8;87.56994333;1.528383837;-;79;21;40.9;-79.36136322;-1.385117087;291.1329;-29.4374;5.384;5.451;-0.067;-0.07;0.00;B9V;B9;72.28962459;
HD 41040 ;06 03 27,36610;+19 41 26,0221;06;03;27.4;90.86402542;1.585876415;+;19;41;26.0;19.69056169;0.343665133;190.0283;-1.1755;5.039;5.135;-0.096;-0.11;0.01;B8V;B8;34.20069545;
HD 41335 ;06 04 13,50144;-06 42 32,1775;06;04;13.5;91.056256;1.589231472;-;06;42;32.2;-6.708938194;-0.117093061;213.6002;-13.5369;5.172;5.251;-0.079;-0.24;0.16;B2Vne;B2;20.06702353;
HD 4142  ;00 44 26,19215;+47 51 50,3430;00;44;26.2;11.10913396;0.193890965;+;47;51;50.3;47.86398417;0.835384117;121.7163;-14.9912;5.534;5.646;-0.112;-0.16;0.05;B5V;B5;102.7194995;
HD 41534 ;06 04 20,26523;-32 10 20,7383;06;04;20.3;91.08443846;1.589723348;-;32;10;20.7;-32.17242731;-0.561514785;238.4256;-23.3614;5.449;5.631;-0.182;-0.24;0.06;B2,5V;B2,5;30.57824749;
HD 41695 ;06 06 09,32339;-14 56 06,9188;06;06;09.3;91.53884746;1.597654282;-;14;56;06.9;-14.93525522;-0.260669378;221.5086;-16.6379;4.714;4.669;0.045;-0.01;0.06;A0V;A0;20.50876558;
HD 41753 ;06 07 34,32588;+14 46 06,5061;06;07;34.3;91.8930245;1.603835837;+;14;46;06.5;14.76847392;0.257758495;194.8064;-2.7212;4.25;4.403;-0.153;-0.2;0.05;B3V;B3;29.77900697;
HD 41759 ;06 05 27,17874;-35 30 49,1295;06;05;27.2;91.36324475;1.594589436;-;35;30;49.1;-35.51364708;-0.619830071;241.98;-24.1584;5.822;5.797;0.025;0.02;0.01;A1V;A1;32.9828937;
HD 41841 ;06 06 32,09651;-23 06 39,0324;06;06;32.1;91.63373546;1.59931039;-;23;06;39.0;-23.11084233;-0.403360292;229.4586;-19.7753;5.53;5.462;0.068;0.05;0.02;A2V;A2;24.13806555;
HD 41843 ;06 06 05,53938;-29 45 31,0395;06;06;05.5;91.52308075;1.597379101;-;29;45;31.0;-29.75862208;-0.519385936;236.0814;-22.2222;5.827;5.789;0.038;0.02;0.02;A1V;A1;28.56188863;
HD 42111 ;06 08 57,90421;+02 29 58,8926;06;08;57.9;92.24126754;1.609913825;+;02;29;58.9;2.499692389;0.043627862;205.8061;-8.2764;5.751;5.688;0.063;0.08;-0.02;A3Vn;A3;21.67296905;
HD 42126J;06 11 36,59169;+48 42 39,5532;06;11;36.6;92.90246538;1.621453904;+;48;42;39.6;48.710987;0.850167105;164.9735;13.9502;5.88;5.78;0.1;0.08;0.02;A3V+,,,;A3;58.95942978;
HD 4222  ;00 45 17,17380;+55 13 17,0280;00;45;17.2;11.3215575;0.197598455;+;55;13;17.0;55.22139667;0.963795189;122.0469;-7.6398;5.434;5.414;0.02;0.05;-0.03;A2Vs;A2;102.2221644;
HD 42301 ;06 08 57,86539;-22 25 38,6780;06;08;57.9;92.24110579;1.609911002;-;22;25;38.7;-22.42741056;-0.391432157;229.0109;-18.9992;5.479;5.482;-0.003;-0.01;0.01;A0V;A0;23.28538266;
HD 42303 ;06 07 52,85895;-42 09 14,5489;06;07;52.9;91.97024563;1.6051836;-;42;09;14.5;-42.15404136;-0.735726815;249.1638;-25.5097;5.504;5.498;0.006;-0.01;0.02;A0V;A0;38.15340503;
HD 42509 ;06 12 01,34009;+19 47 25,9463;06;12;01.3;93.00558371;1.623253658;+;19;47;25.9;19.79054064;0.345410095;190.921;0.6345;5.705;5.753;-0.048;-0.07;0.02;B9,5V;B9,5;33.08967961;
HD 42525 ;06 06 09,38182;-66 02 22,6387;06;06;09.4;91.53909092;1.597658531;-;66;02;22.6;-66.03962186;-1.152608838;275.7956;-29.1854;5.687;5.697;-0.01;-0.01;0.00;A0V;A0;59.61758017;
HD 42545 ;06 12 03,27955;+16 07 49,4614;06;12;03.3;93.01366479;1.6233947;+;16;07;49.5;16.13040594;0.281528693;194.1344;-1.118;4.813;4.947;-0.134;-0.16;0.03;B5Vn;B5;30.13578678;
HD 42690 ;06 11 51,81457;-06 33 01,0327;06;11;51.8;92.96589404;1.622560943;-;06;33;01.0;-6.550286861;-0.114324073;214.3186;-11.7672;4.857;5.046;-0.189;-0.24;0.05;B2V;B2;18.19300656;
HD 42818 ;06 18 50,77630;+69 19 11,2310;06;18;50.8;94.71156792;1.6530287;+;69;19;11.2;69.31978639;1.209858509;145.1594;22.4612;4.783;4.762;0.021;-0.01;0.03;A0Vn;A0;78.1680862;
HD 43107 ;06 08 44,26199;-68 50 36,2797;06;08;44.3;92.18442496;1.608921735;-;68;50;36.3;-68.84341103;-1.201544191;279.0094;-28.9961;4.986;5.044;-0.058;-0.11;0.05;B8V;B8;62.1218487;
HD 43112 ;06 15 08,47250;+13 51 03,9607;06;15;08.5;93.78530208;1.636862311;+;13;51;04.0;13.85110019;0.241747303;196.4932;-1.554;5.67;5.891;-0.221;-0.26;0.04;B1V;B1;27.89182998;
HD 43153 ;06 15 25,12824;+16 08 35,4219;06;15;25.1;93.854701;1.638073551;+;16;08;35.4;16.14317275;0.281751516;194.5099;-0.4025;5.226;5.327;-0.101;-0.13;0.03;B7V;B7;29.6548145;
HD 43157 ;06 14 36,70297;-04 34 06,4392;06;14;36.7;93.65292904;1.634551966;-;04;34;06.4;-4.568455333;-0.079734587;212.8251;-10.2684;5.667;5.82;-0.153;-0.16;0.01;B5V;B5;17.82128435;
HD 43378 ;06 19 37,38458;+59 00 39,4683;06;19;37.4;94.90576908;1.65641815;+;59;00;39.5;59.01096342;1.029935606;155.5939;19.1166;4.476;4.446;0.03;0.05;-0.02;A2Vs;A2;68.28743175;
HD 43445 ;06 15 44,88569;-13 43 06,2928;06;15;44.9;93.93702371;1.639510353;-;13;43;06.3;-13.71841467;-0.239431504;221.3692;-14.0184;4.924;4.998;-0.074;-0.07;0.00;B9V;B9;17.92916495;
HD 43525 ;06 17 06,62041;+09 56 32,5997;06;17;06.6;94.27758504;1.64545427;+;09;56;32.6;9.942388806;0.17352742;200.165;-2.9855;5.499;5.399;0.1;0.05;0.05;A2V;A2;24.64844964;
HD 43940 ;06 17 09,56816;-37 15 12,5961;06;17;09.6;94.28986733;1.645668636;-;37;15;12.6;-37.25349892;-0.650196214;244.5557;-22.4319;6.02;5.88;0.14;0.05;0.09;A2V;A2;33.05105432;
HD 44112 ;06 19 42,79890;-07 49 22,4730;06;19;42.8;94.92832875;1.65681189;-;07;49;22.5;-7.822909167;-0.136535522;216.3616;-10.5868;5.072;5.246;-0.174;-0.24;0.07;B2,5V;B2,5;16.1662403;
HD 44323 ;06 19 40,95612;-34 23 47,7288;06;19;41.0;94.9206505;1.656677879;-;34;23;47.7;-34.39659133;-0.60033377;241.8138;-21.0401;5.671;5.75;-0.079;-0.07;-0.01;B9V;B9;30.3701871;
HD 44402 ;06 20 18,79204;-30 03 48,1202;06;20;18.8;95.07830017;1.659429385;-;30;03;48.1;-30.06336672;-0.524704734;237.522;-19.4336;2.83;3;-0.17;-0.24;0.07;B2,5V;B2,5;26.76555345;
HD 44458 ;06 21 24,71513;-11 46 23,6627;06;21;24.7;95.35297971;1.664223447;-;11;46;23.7;-11.77323964;-0.205481795;220.1705;-11.9384;5.563;5.585;-0.022;-0.26;0.24;B1Vpe;B1;16.10462051;
HD 44506 ;06 20 36,23946;-34 08 38,9177;06;20;36.2;95.15099775;1.660698197;-;34;08;38.9;-34.14414381;-0.59592773;241.6261;-20.7771;5.346;5.525;-0.179;-0.26;0.08;B1,5Ve;B1,5;30.05466825;
HD 44691 ;06 26 25,83570;+56 17 06,3452;06;26;25.8;96.60764875;1.686121553;+;56;17;06.3;56.28509589;0.982360243;158.6316;18.9956;5.76;5.54;0.22;0.08;0.14;A3Vm;A3;65.41504923;
HD 45320 ;06 26 39,58599;-01 30 26,4110;06;26;39.6;96.66494163;1.687121503;-;01;30;26.4;-1.507336389;-0.026307983;211.4463;-6.1998;5.94;5.874;0.066;0.08;-0.01;A3Vn;A3;15.91159047;
HD 45546 ;06 27 57,56865;-04 45 43,7529;06;27;57.6;96.98986938;1.692792562;-;04;45;43.8;-4.762153583;-0.08311526;214.5161;-7.3862;4.864;5.035;-0.171;-0.24;0.07;B2V;B2;14.53460436;
HD 45557 ;06 24 13,84199;-60 16 52,7697;06;24;13.8;96.05767496;1.6765227;-;60;16;52.8;-60.28132492;-1.052107597;269.5183;-26.6323;5.778;5.78;-0.002;-0.01;0.01;A0V;A0;53.51387301;
HD 45572 ;06 25 43,65308;-48 10 36,8367;06;25;43.7;96.43188783;1.683053947;-;48;10;36.8;-48.17689908;-0.840845512;256.4484;-23.9689;5.715;5.778;-0.063;-0.07;0.01;B9V;B9;42.08982445;
HD 45725 ;06 28 49,06971;-07 01 59,0101;06;28;49.1;97.20445713;1.696537824;-;07;01;59.0;-7.033058361;-0.122750025;216.6614;-8.2139;4.48;4.62;-0.14;-0.2;0.06;B3Ve;B3;13.95761129;
HD 45813 ;06 28 10,20747;-32 34 48,2455;06;28;10.2;97.04253113;1.693711683;-;32;34;48.2;-32.58006819;-0.568629461;240.6415;-18.7563;4.311;4.462;-0.151;-0.18;0.03;B4V;B4;27.88866579;
HD 45871 ;06 28 39,24252;-32 22 16,5985;06;28;39.2;97.1635105;1.695823171;-;32;22;16.6;-32.37127736;-0.564985373;240.4738;-18.5867;5.57;5.74;-0.17;-0.18;0.01;B4Vnpe;B4;27.65723767;
HD 46089 ;06 31 48,30005;+11 32 39,8866;06;31;48.3;97.95125021;1.709571823;+;11;32;39.9;11.54441294;0.201488016;200.4363;0.9539;5.394;5.223;0.171;0.08;0.09;A3V;A3;23.59974155;
HD 46189 ;06 30 46,28810;-27 46 10,4716;06;30;46.3;97.69286708;1.705062186;-;27;46;10.5;-27.76957544;-0.484670523;236.1665;-16.4612;5.751;5.905;-0.154;-0.24;0.09;B2,5V;B2,5;23.55940389;
HD 4622  ;00 48 01,06468;-21 43 20,9909;00;48;01.1;12.00443617;0.209516936;-;21;43;21.0;-21.72249747;-0.379129103;114.5566;-84.5385;5.51;5.57;-0.06;-0.07;0.01;B9V;B9;95.52584129;
HD 46487 ;06 33 37,92203;-01 13 12,5524;06;33;37.9;98.40800846;1.717543758;-;01;13;12.6;-1.220153444;-0.021295695;211.9875;-4.5179;4.953;5.083;-0.13;-0.16;0.03;B5Vn;B5;14.47819432;
HD 46553 ;06 35 12,06218;+28 01 20,3168;06;35;12.1;98.80025908;1.724389823;+;28;01;20.3;28.02231022;0.489081577;186.0373;9.1265;5.257;5.266;-0.009;-0.01;0.00;A0Vnn;A0;37.97937822;
HD 46590 ;06 37 38,38609;+56 51 27,1077;06;37;38.4;99.40994204;1.735030798;+;56;51;27.1;56.85752992;0.992351102;158.6057;20.6418;5.89;5.89;0;0.05;-0.05;A2V;A2;65.58443712;
HD 46860 ;06 31 58,31021;-58 45 13,8117;06;31;58.3;97.99295921;1.710299782;-;58;45;13.8;-58.75383658;-1.025447897;268.0299;-25.4045;5.647;5.707;-0.06;-0.07;0.01;B9Ve;B9;51.75942334;
HD 46936 ;06 34 35,33047;-32 42 58,5146;06;34;35.3;98.64721029;1.721718617;-;32;42;58.5;-32.71625406;-0.571006352;241.2869;-17.5447;5.534;5.61;-0.076;-0.11;0.03;B8V;B8;27.33769064;
HD 47054 ;06 36 35,33135;-05 12 40,1107;06;36;35.3;99.14721396;1.730445328;-;05;12;40.1;-5.211141861;-0.090951583;215.8946;-5.6701;5.44;5.57;-0.13;-0.11;-0.02;B8Ve;B8;12.3401785;
HD 47144 ;06 35 24,21831;-36 46 47,5626;06;35;24.2;98.85090963;1.725273842;-;36;46;47.6;-36.7798785;-0.641929978;245.3469;-18.8352;5.63;5.77;-0.14;-0.01;-0.13;A0V;A0;30.90989511;
HD 4727  ;00 49 48,84737;+41 04 44,0764;00;49;48.8;12.45353071;0.217355114;+;41;04;44.1;41.07891011;0.716962235;122.6024;-21.7918;4.39;4.524;-0.134;-0.16;0.03;B5V+,,,;B5;101.8648659;
HD 47575 ;06 39 47,71668;+12 58 57,9630;06;39;47.7;99.9488195;1.744435984;+;12;58;58.0;12.9827675;0.226592039;200.0533;3.3482;6.048;5.979;0.069;0.05;0.02;A2V;A2;23.7973545;
HD 4775  ;00 50 43,61086;+64 14 51,1835;00;50;43.6;12.68171192;0.221337628;+;64;14;51.2;64.24755097;1.121331301;122.8547;1.3759;5.848;5.373;0.475;-0.07;0.55;B9,5V+,,,;B9,5;100.9208812;
HD 47839 ;06 40 58,65963;+09 53 44,7229;06;40;58.7;100.2444151;1.749595101;+;09;53;44.7;9.895756361;0.17271353;202.9363;2.1985;4.4;4.64;-0.24;-0.04;-0.20;O7Ve;O7;20.98476351;
HD 48097 ;06 42 24,32722;+17 38 43,1118;06;42;24.3;100.6013634;1.755825024;+;17;38;43.1;17.64530883;0.307968737;196.1646;6.0158;5.27;5.21;0.06;0.05;0.01;A2V;A2;27.71901051;
HD 48250 ;06 46 14,13019;+59 26 30,0227;06;46;14.1;101.5588758;1.772536767;+;59;26;30.0;59.44167297;1.037452906;156.305;22.4814;4.95;4.87;0.08;0.08;0.00;A3V;A3;67.88671774;
HD 48250A;06 46 14,15; +59 26 30,1      ;06;46;14.2;101.5589583;1.772538208;+;59;26;30.1;59.44169444;1.037453281;156.305;22.4814;5.3;5.3;0;0.02;-0.02;A1,5V;A1,5;67.88673131;
HD 4853  ;00 54 53,08720;+83 42 26,7818;00;54;53.1;13.72119667;0.239480059;+;83;42;26.8;83.70743939;1.460970426;123.033;20.8364;5.68;5.59;0.09;0.12;-0.03;A4V;A4;98.77507;
HD 48915 ;06 45 08,91728;-16 42 58,0171;06;45;08.9;101.2871553;1.767794351;-;16;42;58.0;-16.71611586;-0.29175126;227.2303;-8.8903;-1.46;-1.47;0.01;0.02;-0.01;A1V;A1;13.05612074;
HD 48977 ;06 46 32,41522;+08 35 13,7627;06;46;32.4;101.6350634;1.773866492;+;08;35;13.8;8.587156306;0.149874151;204.7281;2.8247;5.76;5.92;-0.16;-0.24;0.08;B2,5V;B2,5;19.15545399;
HD 49147 ;06 46 39,01559;-10 06 26,4968;06;46;39.0;101.662565;1.774346485;-;10;06;26.5;-10.10736022;-0.176406715;221.4154;-5.6427;5.613;5.653;-0.04;-0.07;0.03;B9,5V;B9,5;9.698850353;
HD 49908 ;06 51 33,04625;+21 45 40,1277;06;51;33.0;102.8876927;1.795728998;+;21;45;40.1;21.76114658;0.379803657;193.3847;9.7563;5.275;5.265;0.01;0.05;-0.04;A2V;A2;30.87105551;
HD 50123 ;06 50 23,34804;-31 42 21,8082;06;50;23.3;102.5972835;1.790660401;-;31;42;21.8;-31.70605783;-0.553375102;241.6422;-14.0703;5.831;5.743;0.088;-0.14;0.23;B6Vnpe;B6;25.03745164;
HD 50241 ;06 48 11,45512;-61 56 29,0008;06;48;11.5;102.0477297;1.781068877;-;61;56;29.0;-61.94138911;-1.081081183;271.9187;-24.0994;3.48;3.3;0.18;0.27;-0.09;A8VnkA6;A8;54.36513144;
HD 50445 ;06 51 42,42129;-36 13 48,9814;06;51;42.4;102.9267554;1.79641077;-;36;13;49.0;-36.23027261;-0.632337546;246.0616;-15.5844;6.123;5.949;0.174;0.08;0.09;A3V;A3;29.23310746;
HD 50973 ;06 57 37,10709;+45 05 38,7404;06;57;37.1;104.4046129;1.822204249;+;45;05;38.7;45.09409456;0.787040423;171.5538;19.8708;4.935;4.9;0.035;0.05;-0.02;A2Vn;A2;53.45034465;
HD 51055 ;06 55 02,73837;-20 24 17,5576;06;55;02.7;103.7614099;1.810978239;-;20;24;17.6;-20.40487711;-0.356132289;231.6221;-8.3865;5.84;5.795;0.045;0.05;-0.01;A2V;A2;14.3643264;
HD 51104 ;06 56 25,83302;+09 57 23,6674;06;56;25.8;104.1076376;1.817021052;+;09;57;23.7;9.956574278;0.173775003;204.6066;5.6203;5.816;5.905;-0.089;-0.11;0.02;B8Vn;B8;19.31368493;
HD 52018 ;06 58 35,89921;-25 24 50,9661;06;58;35.9;104.64958;1.826479733;-;25;24;51.0;-25.41415725;-0.443560721;236.5529;-9.8214;5.417;5.577;-0.16;-0.24;0.08;B2V;B2;18.51546091;
HD 52092 ;06 58 25,09524;-34 06 42,1423;06;58;25.1;104.6045635;1.825694046;-;34;06;42.1;-34.11170619;-0.595361587;244.6067;-13.4903;4.909;5.059;-0.15;-0.2;0.05;B3V;B3;26.81990907;
HD 5267  ;00 54 35,22607;+19 11 18,3011;00;54;35.2;13.64677529;0.238181161;+;19;11;18.3;19.18841697;0.334901054;123.96;-43.677;5.76;5.79;-0.03;0.02;-0.05;A1Vn;A1;99.75805123;
HD 52913 ;07 03 17,91557;+09 08 18,0769;07;03;17.9;105.8246482;1.846988541;+;09;08;18.1;9.138354694;0.159494378;206.104;6.7693;6.096;5.962;0.134;0.08;0.05;A3Vs;A3;17.9703886;
HD 52918 ;07 02 54,77667;-04 14 21,2377;07;02;54.8;105.7282361;1.845305833;-;04;14;21.2;-4.239232694;-0.073988568;218.0123;0.6139;4.79;4.99;-0.2;-0.26;0.06;B1V;B1;6.653967285;
HD 54239 ;06 56 34,47290;-79 25 12,6943;06;56;34.5;104.1436371;1.817649362;-;79;25;12.7;-79.42019286;-1.386143858;291.1069;-26.3958;5.497;5.459;0.038;-0.07;0.11;B9,5V;B9,5;71.50459654;
HD 54475 ;07 07 07,07808;-40 53 35,7759;07;07;07.1;106.779492;1.863653709;-;40;53;35.8;-40.89327108;-0.713722222;251.7243;-14.6265;5.626;5.781;-0.155;-0.2;0.05;B3V;B3;33.13277627;
HD 5448  ;00 56 45,21211;+38 29 57,6380;00;56;45.2;14.18838379;0.247634013;+;38;29;57.6;38.49934389;0.671940311;124.0736;-24.3606;4;3.867;0.133;0.15;-0.02;A5V;A5;100.4811381;
HD 54912 ;07 09 43,02411;-25 13 51,7293;07;09;43.0;107.4292671;1.874994424;-;25;13;51.7;-25.23103592;-0.44036465;237.5003;-7.4828;5.53;5.69;-0.16;-0.24;0.08;B2V;B2;17.6120465;
